YEAR,ST,STATE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,OTHER,TOTAL,TRANSPORTATION,,,
2001,GA,Georgia,"44,380,212","37,838,788","33,940,716","1,630,758","117,790,473",0,,,
2001,HI,Hawaii,"2,802,469","3,129,441","3,789,895","62,757","9,784,562",0,,,
2001,IA,Iowa,"12,429,673","8,512,208","16,238,198","2,263,679","39,443,755",0,,,
2001,ID,Idaho,"6,905,547","6,543,349","7,305,412","341,710","21,096,016",0,,,
2001,IL,Illinois,"41,820,006","43,135,422","40,779,943","10,298,177","136,033,549",0,,,
2001,IN,Indiana,"29,419,673","25,550,786","42,079,603","683,904","97,733,968",0,,,
2001,KS,Kansas,"12,062,329","12,786,615","10,569,144","428,864","35,846,953",0,,,
2001,KY,Kentucky,"23,698,316","14,337,928","38,676,361","3,262,894","79,975,500",0,,,
2001,LA,Louisiana,"25,800,333","17,721,987","28,574,382","2,596,045","74,692,751",0,,,
2001,MA,Massachusetts,"17,983,533","24,126,800","9,757,211","628,533","52,496,075",0,,,
2001,MD,Maryland,"24,294,096","26,243,615","10,176,724","925,586","61,640,019",0,,,
2001,ME,Maine,"3,902,940","3,779,035","4,412,592","57,429","12,151,996",0,,,
2001,MI,Michigan,"32,304,798","35,025,499","34,174,113","904,939","102,409,346",0,,,
2001,MN,Minnesota,"19,399,686","19,799,222","20,767,343","720,600","60,686,852",0,,,
2001,MO,Missouri,"30,168,328","26,028,729","15,814,713","1,201,386","73,213,157",0,,,
2001,MS,Mississippi,"16,855,661","11,357,411","15,268,358","805,432","44,286,866",0,,,
2001,MT,Montana,"3,886,224","3,865,679","3,370,259","324,497","11,446,658",0,,,
2001,NC,North Carolina,"46,200,717","37,744,146","32,931,138","2,150,939","119,026,944",0,,,
2001,ND,North Dakota,"3,479,809","3,070,649","2,753,243","506,055","9,809,758",0,,,
2001,NE,Nebraska,"8,638,209","7,232,148","7,327,583","1,524,701","24,722,639",0,,,
2001,NH,New Hampshire,"3,789,290","3,910,768","2,482,549","132,941","10,315,549",0,,,
2001,NJ,New Jersey,"25,491,423","34,445,279","12,706,552","534,138","73,177,391",0,,,
2001,NM,New Mexico,"4,999,479","6,843,577","5,271,877","1,611,660","18,726,597",0,,,
2001,NV,Nevada,"9,606,868","6,693,111","11,238,934","628,377","28,167,292",0,,,
2001,NY,New York,"44,235,592","60,806,219","25,449,717","13,689,232","144,180,760",0,,,
2001,OH,Ohio,"47,346,163","39,372,079","65,098,734","3,980,739","155,797,715",0,,,
2001,OK,Oklahoma,"19,795,855","13,551,965","13,356,188","2,962,720","49,666,726",0,,,
2001,OR,Oregon,"17,502,996","14,816,355","13,084,361","481,117","45,884,832",0,,,
2001,PA,Pennsylvania,"46,029,990","40,552,671","47,383,320","1,305,953","135,271,934",0,,,
2001,RI,Rhode Island,"2,699,059","3,240,058","1,385,911","67,890","7,392,918",0,,,
2001,SC,South Carolina,"24,874,644","17,484,203","31,527,677","945,844","74,832,367",0,,,
2001,SD,South Dakota,"3,580,418","2,915,072","1,666,097","465,409","8,626,997",0,,,
2001,TN,Tennessee,"36,931,536","25,973,835","32,148,646","1,076,705","96,130,718",0,,,
2001,TX,Texas,"117,342,778","87,912,114","98,208,406","14,580,874","318,044,174",0,,,
2001,UT,Utah,"6,692,983","8,262,123","7,411,435","850,768","23,217,308",0,,,
2001,VA,Virginia,"37,325,231","29,065,837","19,701,919","10,360,190","96,453,176",0,,,
2001,VT,Vermont,"2,009,402","1,925,564","1,608,429","42,052","5,585,447",0,,,
2001,WA,Washington,"31,608,471","23,840,526","19,338,924","3,707,326","78,495,247",0,,,
2001,WI,Wisconsin,"20,417,898","18,677,917","25,370,339","752,139","65,218,293",0,,,
2001,WV,West Virginia,"9,828,181","6,785,668","10,978,083","77,502","27,669,430",0,,,
2001,WY,Wyoming,"2,145,532","2,915,189","7,700,187","188,601","12,949,504",0,,,
2001,US,United States,"1,201,606,594","1,083,068,538","996,609,311","113,173,680","3,394,458,107",0,,,
2002,AK,Alaska,"1,932,218","2,238,236","1,087,856","207,183","5,465,489",0,,,
2002,AL,Alabama,"30,021,763","19,665,857","32,615,339","764,118","83,067,079",0,,,
2002,AR,Arkansas,"15,527,374","9,304,383","16,886,708","731,092","42,449,560",0,,,
2002,AZ,Arizona,"26,412,614","22,371,091","11,026,378","2,790,653","62,600,738",0,,,
2002,CA,California,"77,202,301","102,587,365","48,447,726","6,975,940","235,213,332",0,,,
2002,CO,Colorado,"15,424,845","18,438,437","10,672,227","1,401,186","45,936,696",0,,,
2002,CT,Connecticut,"12,472,815","12,614,039","5,370,338","548,299","31,005,489",0,,,
2002,DC,District of Columbia,"1,790,102","8,645,086","282,397","411,156","11,128,742",0,,,
2002,DE,Delaware,"4,020,309","3,787,488","4,151,034","59,907","12,018,733",0,,,
2002,FL,Florida,"108,163,825","77,561,349","18,959,313","5,789,042","210,473,531",0,,,
2002,GA,Georgia,"48,599,731","38,886,943","34,603,114","1,699,290","123,789,079",0,,,
2002,HI,Hawaii,"2,898,380","3,167,933","3,770,400","54,924","9,891,638",0,,,
2002,IA,Iowa,"12,920,571","8,803,129","16,547,527","2,626,313","40,897,542",0,,,
2002,ID,Idaho,"7,055,912","6,962,526","6,352,162","329,063","20,699,665",0,,,
2002,IL,Illinois,"45,030,069","44,243,824","39,287,515","9,885,906","138,447,312",0,,,
2002,IN,Indiana,"31,567,899","21,790,373","47,481,235","589,043","101,428,549",0,,,
2002,KS,Kansas,"12,745,301","13,392,220","10,195,483","380,539","36,713,539",0,,,
2002,KY,Kentucky,"25,347,158","14,745,176","43,812,378","3,362,123","87,266,836",0,,,
2002,LA,Louisiana,"28,157,091","18,685,882","29,661,709","2,756,308","79,260,990",0,,,
2002,MA,Massachusetts,"18,694,666","24,249,592","10,086,841","676,435","53,707,537",0,,,
2002,MD,Maryland,"25,489,053","21,044,290","20,874,506","972,055","68,379,905",0,,,
2002,ME,Maine,"4,043,100","3,789,179","3,549,829","59,250","11,441,359",0,,,
2002,MI,Michigan,"34,336,161","35,880,320","33,537,474","959,564","104,713,520",0,,,
2002,MN,Minnesota,"20,450,925","19,456,716","21,514,631","740,085","62,162,361",0,,,
2002,MO,Missouri,"31,684,209","26,796,206","15,341,436","1,178,776","75,000,628",0,,,
2002,MS,Mississippi,"17,843,742","11,772,999","15,020,553","814,558","45,451,851",0,,,
2002,MT,Montana,"4,030,664","4,003,108","4,462,794","334,823","12,831,389",0,,,
2002,NC,North Carolina,"49,854,417","39,276,813","31,381,089","2,174,148","122,686,469",0,,,
2002,ND,North Dakota,"3,663,885","3,403,943","2,635,775","515,749","10,219,351",0,,,
2002,NE,Nebraska,"8,956,036","7,383,735","7,563,456","1,757,834","25,661,061",0,,,
2002,NH,New Hampshire,"4,002,521","4,024,499","2,222,292","134,077","10,383,388",0,,,
2002,NJ,New Jersey,"27,171,373","35,429,280","11,475,854","526,113","74,602,622",0,,,
2002,NM,New Mexico,"5,238,134","6,999,542","5,315,759","1,653,484","19,206,917",0,,,
2002,NV,Nevada,"9,702,083","7,537,882","11,372,587","591,723","29,204,271",0,,,
2002,NY,New York,"46,457,029","62,270,519","25,148,005","13,564,564","147,440,117",0,,,
2002,OH,Ohio,"50,863,643","39,924,174","58,471,511","4,147,771","153,407,097",0,,,
2002,OK,Oklahoma,"19,927,273","13,097,069","12,897,522","3,563,604","49,485,464",0,,,
2002,OR,Oregon,"17,553,985","14,901,884","12,295,889","503,416","45,255,173",0,,,
2002,PA,Pennsylvania,"48,729,957","42,631,877","47,089,550","1,368,486","139,819,869",0,,,
2002,RI,Rhode Island,"2,828,889","3,315,844","1,331,241","84,728","7,560,697",0,,,
2002,SC,South Carolina,"26,786,630","18,156,633","31,926,074","950,057","77,819,393",0,,,
2002,SD,South Dakota,"3,733,018","3,062,102","1,603,879","537,807","8,936,801",0,,,
2002,TN,Tennessee,"38,751,810","26,523,395","31,845,313","1,112,508","98,233,027",0,,,
2002,TX,Texas,"121,435,110","87,745,805","102,251,053","9,413,882","320,845,849",0,,,
2002,UT,Utah,"6,938,291","8,462,992","7,019,412","846,495","23,267,188",0,,,
2002,VA,Virginia,"40,358,372","29,998,992","19,520,907","10,740,298","100,618,570",0,,,
2002,VT,Vermont,"2,046,818","1,945,839","1,591,682","44,925","5,629,264",0,,,
2002,WA,Washington,"32,065,997","24,309,632","15,791,501","3,236,726","75,403,856",0,,,
2002,WI,Wisconsin,"21,575,371","19,143,998","25,533,712","746,218","66,999,297",0,,,
2002,WV,West Virginia,"10,444,145","7,039,027","10,902,030","77,918","28,463,122",0,,,
2002,WY,Wyoming,"2,232,285","3,027,371","7,452,648","161,756","12,874,059",0,,,
2002,US,United States,"1,265,179,870","1,104,496,594","990,237,644","105,551,918","3,465,466,011",0,,,
2003,AK,Alaska,"1,987,010","2,473,028","1,103,645",0,"5,563,684",0,,,
2003,AL,Alabama,"29,416,417","20,410,631","34,017,169",0,"83,844,218",0,,,
2003,AR,Arkansas,"15,598,301","10,568,018","16,941,939",0,"43,108,260",0,,,
2003,AZ,Arizona,"27,741,520","25,424,540","10,913,501",0,"64,079,560",0,,,
2003,CA,California,"82,925,900","109,577,675","49,908,924",0,"243,221,316","808,822",,,
2003,CO,Colorado,"15,724,840","19,656,728","11,075,618",0,"46,494,645","37,459",,,
2003,CT,Connecticut,"13,178,336","13,093,634","5,365,918",0,"31,830,217","192,331",,,
2003,DC,District of Columbia,"1,754,302","8,639,347","267,248",0,"10,946,384","285,486",,,
2003,DE,Delaware,"4,190,390","3,886,168","4,523,035",0,"12,599,591",0,,,
2003,FL,Florida,"112,649,864","85,256,748","19,374,816",0,"217,378,622","97,194",,,
2003,GA,Georgia,"48,174,231","40,554,072","34,768,041",0,"123,676,657","180,313",,,
2003,HI,Hawaii,"3,027,623","3,517,123","3,846,089",0,"10,390,839",0,,,
2003,IA,Iowa,"12,767,551","11,637,019","16,802,715",0,"41,207,284",0,,,
2003,ID,Idaho,"7,089,745","5,466,348","8,662,593",0,"21,218,686",0,,,
2003,IL,Illinois,"43,161,332","49,560,840","43,041,769",0,"136,247,893","483,949",,,
2003,IN,Indiana,"30,726,178","22,441,376","47,283,819",0,"100,467,778","16,406",,,
2003,KS,Kansas,"12,602,296","13,751,156","10,381,938",0,"36,735,391",0,,,
2003,KY,Kentucky,"24,703,645","17,945,818","42,570,167",0,"85,219,630",0,,,
2003,LA,Louisiana,"28,572,304","21,943,668","27,250,506",0,"77,769,321","2,844",,,
2003,MA,Massachusetts,"19,590,792","25,647,840","9,984,161",0,"55,514,356","291,565",,,
2003,MD,Maryland,"26,671,273","16,950,348","27,175,525",0,"71,258,583","461,436",,,
2003,ME,Maine,"4,218,953","3,959,395","3,793,492",0,"11,971,836",0,,,
2003,MI,Michigan,"33,669,474","35,391,366","39,812,955",0,"108,877,192","3,401",,,
2003,MN,Minnesota,"20,637,752","20,533,284","21,916,304",0,"63,087,341",0,,,
2003,MO,Missouri,"31,421,928","27,987,362","14,830,600",0,"74,239,887",0,,,
2003,MS,Mississippi,"17,669,710","12,592,851","15,281,322",0,"45,543,882",0,,,
2003,MT,Montana,"4,120,150","4,437,530","4,266,981",0,"12,824,660",0,,,
2003,NC,North Carolina,"49,348,766","41,672,019","30,314,337",0,"121,335,122",0,,,
2003,ND,North Dakota,"3,707,436","3,800,069","2,953,604",0,"10,461,108",0,,,
2003,NE,Nebraska,"8,852,219","8,582,935","8,421,411",0,"25,856,566",0,,,
2003,NH,New Hampshire,"4,251,834","4,317,816","2,402,891",0,"10,972,542",0,,,
2003,NJ,New Jersey,"27,367,126","36,616,282","12,214,747",0,"76,382,512","184,356",,,
2003,NM,New Mexico,"5,418,037","8,063,236","5,849,218",0,"19,330,491",0,,,
2003,NV,Nevada,"10,339,936","8,167,940","11,623,784",0,"30,131,659",0,,,
2003,NY,New York,"47,115,887","72,495,187","21,744,509",0,"144,044,703","2,689,122",,,
2003,OH,Ohio,"49,620,578","44,736,572","57,827,583",0,"152,189,239","4,508",,,
2003,OK,Oklahoma,"20,161,967","16,958,302","13,307,900",0,"50,428,168",0,,,
2003,OR,Oregon,"17,735,560","15,483,362","11,960,529",0,"45,194,731","15,280",,,
2003,PA,Pennsylvania,"49,651,002","43,217,827","46,773,439",0,"140,369,129","726,861",,,
2003,RI,Rhode Island,"2,998,209","3,489,537","1,308,879",0,"7,796,627",0,,,
2003,SC,South Carolina,"26,421,639","19,336,130","31,296,331",0,"77,054,099",0,,,
2003,SD,South Dakota,"3,739,837","3,713,372","1,626,783",0,"9,079,990",0,,,
2003,TN,Tennessee,"37,696,941","27,481,020","32,277,849",0,"97,455,807",0,,,
2003,TX,Texas,"121,354,827","96,694,234","104,546,895",0,"322,685,955","89,999",,,
2003,UT,Utah,"7,166,408","9,023,641","7,645,672",0,"23,860,349","24,629",,,
2003,VA,Virginia,"40,876,707","41,179,140","19,282,214",0,"101,509,732","171,674",,,
2003,VT,Vermont,"2,011,388","1,881,029","1,460,014",0,"5,352,431",0,,,
2003,WA,Washington,"31,872,045","28,039,324","18,180,027",0,"78,133,501","42,105",,,
2003,WI,Wisconsin,"21,364,143","20,056,101","25,821,248",0,"67,241,496",0,,,
2003,WV,West Virginia,"10,473,404","7,136,441","10,687,148",0,"28,296,994",0,,,
2003,WY,Wyoming,"2,286,201","3,282,185","7,685,452",0,"13,253,834",0,,,
2003,US,United States,"1,275,823,914","1,198,727,614","1,012,373,254",0,"3,493,734,498","6,809,740",,,
2004,AK,Alaska,"2,061,905","2,600,608","1,125,971",0,"5,788,485",0,,,
2004,AL,Alabama,"30,109,117","21,166,145","35,595,260",0,"86,870,518",0,,,
2004,AR,Arkansas,"15,619,398","10,730,966","17,321,995",0,"43,672,359",0,,,
2004,AZ,Arizona,"28,920,651","26,106,424","11,906,177",0,"66,933,250",0,,,
2004,CA,California,"83,361,251","118,952,884","48,811,584",0,"252,025,973","900,251",,,
2004,CO,Colorado,"15,532,169","19,497,955","11,675,137",0,"46,723,842","18,580",,,
2004,CT,Connecticut,"13,211,389","13,454,655","5,358,496",0,"32,214,611","190,068",,,
2004,DC,District of Columbia,"1,834,434","8,276,372","261,726",0,"11,414,845","304,065",,,
2004,DE,Delaware,"4,304,535","4,033,420","3,423,199",0,"11,761,153",0,,,
2004,FL,Florida,"112,203,013","86,765,232","19,518,052",0,"218,584,495","98,202",,,
2004,GA,Georgia,"51,123,503","42,316,393","35,845,569",0,"129,465,784","180,319",,,
2004,HI,Hawaii,"3,162,193","3,632,408","3,936,922",0,"10,731,520",0,,,
2004,IA,Iowa,"12,625,126","10,840,215","17,437,431",0,"40,902,773",0,,,
2004,ID,Idaho,"7,313,927","5,484,016","9,010,730",0,"21,808,672",0,,,
2004,IL,Illinois,"43,442,532","47,358,377","48,008,008",0,"139,253,956","445,038",,,
2004,IN,Indiana,"31,192,228","22,956,899","48,928,498",0,"103,094,263","16,636",,,
2004,KS,Kansas,"12,416,599","13,830,552","10,879,389",0,"37,126,539",0,,,
2004,KY,Kentucky,"25,186,569","18,443,306","42,891,282",0,"86,521,155",0,,,
2004,LA,Louisiana,"28,862,998","22,567,787","28,290,475",0,"79,737,112","15,854",,,
2004,MA,Massachusetts,"19,768,529","26,020,125","9,946,998",0,"56,142,019","406,372",,,
2004,MD,Maryland,"27,951,979","17,264,134","21,194,572",0,"66,891,699","481,016",,,
2004,ME,Maine,"4,331,109","4,325,470","3,711,089",0,"12,367,668",0,,,
2004,MI,Michigan,"33,103,586","38,632,098","34,867,338",0,"106,606,041","3,018",,,
2004,MN,Minnesota,"20,507,413","20,406,705","22,415,427",0,"63,340,314","10,769",,,
2004,MO,Missouri,"31,350,641","28,391,148","14,302,631",0,"74,054,295","9,874",,,
2004,MS,Mississippi,"17,580,027","12,750,284","15,702,228",0,"46,032,538",0,,,
2004,MT,Montana,"4,052,759","4,330,179","4,573,843",0,"12,956,783",0,,,
2004,NC,North Carolina,"51,717,381","42,864,262","31,075,166",0,"125,656,807",0,,,
2004,ND,North Dakota,"3,662,780","3,843,140","3,010,475",0,"10,516,402",0,,,
2004,NE,Nebraska,"8,756,735","8,501,170","8,618,026",0,"25,875,930",0,,,
2004,NH,New Hampshire,"4,281,737","4,363,074","2,328,498",0,"10,973,309",0,,,
2004,NJ,New Jersey,"28,020,125","38,073,560","11,209,578",0,"77,593,165","289,905",,,
2004,NM,New Mexico,"5,634,822","8,238,752","5,972,165",0,"19,845,736",0,,,
2004,NV,Nevada,"10,672,590","8,275,330","12,364,386",0,"31,312,306",0,,,
2004,NY,New York,"47,378,877","74,377,928","20,675,048",0,"145,081,709","2,649,856",,,
2004,OH,Ohio,"50,300,038","45,313,453","58,558,349",0,"154,221,115","49,274",,,
2004,OK,Oklahoma,"19,699,042","17,020,383","14,222,619",0,"50,942,042",0,,,
2004,OR,Oregon,"18,000,708","15,666,621","11,953,569",0,"45,636,448","15,549",,,
2004,PA,Pennsylvania,"50,663,390","44,355,434","47,659,215",0,"143,501,493","823,453",,,
2004,RI,Rhode Island,"3,000,357","3,542,438","1,344,784",0,"7,887,575",0,,,
2004,SC,South Carolina,"27,909,740","20,112,911","31,885,691",0,"79,908,340",0,,,
2004,SD,South Dakota,"3,695,724","3,627,166","1,890,955",0,"9,213,843",0,,,
2004,TN,Tennessee,"38,525,655","28,248,754","32,885,219",0,"99,660,665","1,038",,,
2004,TX,Texas,"120,329,880","99,615,580","100,588,036",0,"320,614,841","81,345",,,
2004,UT,Utah,"7,324,847","9,345,111","7,816,391",0,"24,511,704","25,354",,,
2004,VA,Virginia,"42,503,396","43,024,673","19,734,459",0,"105,424,173","161,645",,,
2004,VT,Vermont,"2,109,494","1,977,540","1,576,737",0,"5,663,772",0,,,
2004,WA,Washington,"32,454,683","28,225,787","19,259,409",0,"79,981,608","41,732",,,
2004,WI,Wisconsin,"21,192,325","19,348,876","27,434,509",0,"67,975,710",0,,,
2004,WV,West Virginia,"10,755,870","7,216,779","10,941,529",0,"28,918,611","4,436",,,
2004,WY,Wyoming,"2,261,812","3,393,334","7,884,365",0,"13,539,513",0,,,
2004,US,United States,"1,291,981,588","1,229,706,813","1,017,829,205",0,"3,547,479,479","7,223,649",,,
2005,AK,Alaska,"2,061,654","2,694,912","1,156,009",0,"5,912,571",0,,,
2005,AL,Alabama,"31,315,099","21,607,756","36,278,764",0,"89,201,620",0,,,
2005,AR,Arkansas,"17,133,693","11,366,396","17,664,831",0,"46,164,924",0,,,
2005,AZ,Arizona,"30,543,644","27,468,351","11,378,693",0,"69,390,686",0,,,
2005,CA,California,"85,610,410","117,550,526","50,242,289",0,"254,249,506","846,283",,,
2005,CO,Colorado,"16,436,379","19,845,958","12,051,511",0,"48,353,238","19,387",,,
2005,CT,Connecticut,"13,802,964","13,949,347","5,152,935",0,"33,095,029","189,784",,,
2005,DC,District of Columbia,"1,938,271",0,0,0,"11,816,206","325,568",,,
2005,DE,Delaware,"4,594,009","4,237,756","3,305,021",0,"12,136,789",0,,,
2005,FL,Florida,"115,791,459","89,410,280","19,676,345",0,"224,977,010","98,926",,,
2005,GA,Georgia,"52,826,512","44,663,298","34,601,792",0,"132,265,452","173,850",,,
2005,HI,Hawaii,"3,164,065","3,463,145","3,911,697",0,"10,538,911",0,,,
2005,IA,Iowa,"13,570,604","11,271,017","17,915,187",0,"42,756,808",0,,,
2005,ID,Idaho,"7,600,767","5,615,472","8,636,443",0,"21,852,680",0,,,
2005,IL,Illinois,"48,592,600","49,977,267","45,888,261",0,"144,986,214","528,087",,,
2005,IN,Indiana,"33,628,671","23,958,618","48,944,355",0,"106,548,910","17,270",,,
2005,KS,Kansas,"13,406,146","14,453,102","11,165,033",0,"39,024,283",0,,,
2005,KY,Kentucky,"26,947,110","19,090,656","43,313,699",0,"89,351,467",0,,,
2005,LA,Louisiana,"28,654,172","21,692,001","27,031,225",0,"77,389,169","11,775",,,
2005,MA,Massachusetts,"20,539,324","26,415,494","9,870,554",0,"57,227,588","402,218",,,
2005,MD,Maryland,"28,439,646","17,931,771","21,516,641",0,"68,365,385","477,331",,,
2005,ME,Maine,"4,503,455","4,157,213","3,702,212",0,"12,362,880",0,,,
2005,MI,Michigan,"36,094,954","39,599,845","34,744,741",0,"110,444,564","5,025",,,
2005,MN,Minnesota,"21,743,002","21,985,392","22,265,882",0,"66,019,052","24,780",,,
2005,MO,Missouri,"34,411,987","29,640,253","16,868,838",0,"80,940,494","19,415",,,
2005,MS,Mississippi,"17,953,344","12,665,855","15,281,864",0,"45,901,064",0,,,
2005,MT,Montana,"4,221,449","4,473,393","4,783,997",0,"13,478,839",0,,,
2005,NC,North Carolina,"54,072,736","44,161,328","30,101,279",0,"128,335,377",36,,,
2005,ND,North Dakota,"3,796,008","3,993,819","3,050,162",0,"10,839,989",0,,,
2005,NE,Nebraska,"9,309,209","8,848,232","8,818,504",0,"26,975,944",0,,,
2005,NH,New Hampshire,"4,495,376","4,575,721","2,173,529",0,"11,244,629",0,,,
2005,NJ,New Jersey,"29,973,444","39,762,418","11,862,287",0,"81,896,812","298,664",,,
2005,NM,New Mexico,"5,864,834","8,410,622","6,363,496",0,"20,638,950",0,,,
2005,NV,Nevada,"11,079,816","8,515,903","12,896,932",0,"32,500,631","7,979",,,
2005,NY,New York,"50,532,852","76,821,807","19,946,552",0,"150,147,571","2,846,362",,,
2005,OH,Ohio,"53,904,243","46,869,755","59,354,380",0,"160,176,303","47,926",,,
2005,OK,Oklahoma,"21,309,314","17,477,405","14,920,385",0,"53,707,103",0,,,
2005,OR,Oregon,"18,338,814","15,379,662","12,683,813",0,"46,419,246","16,956",,,
2005,PA,Pennsylvania,"53,661,477","45,781,818","47,950,069",0,"148,272,941","879,576",,,
2005,RI,Rhode Island,"3,171,377","3,628,138","1,249,596",0,"8,049,112",0,,,
2005,SC,South Carolina,"28,675,762","20,497,869","32,080,455",0,"81,254,089",0,,,
2005,SD,South Dakota,"3,972,978","3,998,479","1,839,559",0,"9,811,017",0,,,
2005,TN,Tennessee,"41,132,286","29,146,415","33,625,413",0,"103,905,420","1,309",,,
2005,TX,Texas,"126,561,911","110,784,312","96,841,431",0,"334,258,264","70,606",,,
2005,UT,Utah,"7,567,280","9,416,775","7,988,773",0,"25,000,498","27,671",,,
2005,VA,Virginia,"44,661,839","44,670,193","19,354,049",0,"108,849,551","163,473",,,
2005,VT,Vermont,"2,188,640","2,050,800","1,643,615",0,"5,883,053",0,,,
2005,WA,Washington,"33,212,196","28,099,584","22,111,774",0,"83,425,200","1,647",,,
2005,WI,Wisconsin,"22,458,359","22,501,288","25,376,038",0,"70,335,684",0,,,
2005,WV,West Virginia,"11,384,444","7,451,628","11,311,577",0,"30,152,070","4,424",,,
2005,WY,Wyoming,"2,376,532","3,754,053","8,007,141",0,"14,137,728",0,,,
2005,US,United States,"1,359,227,117","1,265,783,098","1,018,899,628",0,"3,660,968,521","7,506,328",,,
2006,AK,Alaska,"2,120,255","2,819,211","1,242,826",0,"6,182,291",0,,,
2006,AL,Alabama,"32,277,083","22,119,933","36,280,680",0,"90,677,696",0,,,
2006,AR,Arkansas,"17,065,081","11,580,534","17,990,009",0,"46,635,623",0,,,
2006,AZ,Arizona,"32,367,477","28,625,909","12,259,392",0,"73,252,777",0,,,
2006,CA,California,"89,835,748","121,255,050","50,990,892",0,"262,958,528","876,836",,,
2006,CO,Colorado,"16,951,535","20,152,638","12,604,819",0,"49,733,697","24,707",,,
2006,CT,Connecticut,"12,963,469","13,611,035","4,925,980",0,"31,677,453","176,967",,,
2006,DC,District of Columbia,"1,822,109","9,029,832","239,843",0,"11,396,423","304,640",,,
2006,DE,Delaware,"4,258,639","4,196,005","3,100,027",0,"11,554,671",0,,,
2006,FL,Florida,"117,053,005","91,300,018","19,767,807",0,"228,219,544","98,720",,,
2006,GA,Georgia,"54,520,612","45,546,515","34,588,481",0,"134,834,167","178,558",,,
2006,HI,Hawaii,"3,182,427","3,489,731","3,895,746",0,"10,567,916",0,,,
2006,IA,Iowa,"13,344,309","11,660,321","18,331,369",0,"43,336,835",840,,,
2006,ID,Idaho,"8,057,475","5,813,221","8,891,052",0,"22,761,749",0,,,
2006,IL,Illinois,"46,381,487","50,630,916","44,916,424",0,"142,447,812","518,986",,,
2006,IN,Indiana,"32,286,467","23,829,998","49,529,874",0,"105,664,484","18,148",,,
2006,KS,Kansas,"13,502,670","14,786,349","11,462,283",0,"39,751,301",0,,,
2006,KY,Kentucky,"25,948,878","18,941,093","43,853,464",0,"88,743,434",0,,,
2006,LA,Louisiana,"28,112,801","21,979,446","27,372,926",0,"77,467,749","2,575",,,
2006,MA,Massachusetts,"19,624,431","26,236,963","9,602,458",0,"55,850,089","386,239",,,
2006,MD,Maryland,"26,905,385","29,729,028","6,057,031",0,"63,173,142","481,697",,,
2006,ME,Maine,"4,351,048","4,133,900","3,799,818",0,"12,284,766",0,,,
2006,MI,Michigan,"34,622,099","39,298,996","34,092,934",0,"108,017,697","3,668",,,
2006,MN,Minnesota,"21,909,407","22,175,216","22,664,224",0,"66,769,931","21,085",,,
2006,MO,Missouri,"33,880,155","29,800,467","18,315,672",0,"82,015,230","18,935",,,
2006,MS,Mississippi,"18,276,131","12,948,498","15,711,806",0,"46,936,437",0,,,
2006,MT,Montana,"4,393,972","4,685,991","4,735,015",0,"13,814,979",0,,,
2006,NC,North Carolina,"52,851,297","44,584,706","29,262,947",0,"126,698,980",31,,,
2006,ND,North Dakota,"3,853,039","4,126,550","3,265,648",0,"11,245,238",0,,,
2006,NE,Nebraska,"9,293,508","9,005,505","8,977,280",0,"27,276,291",0,,,
2006,NH,New Hampshire,"4,400,598","4,562,555","2,131,193",0,"11,094,342",0,,,
2006,NJ,New Jersey,"28,621,557","39,437,464","11,330,599",0,"79,680,948","291,327",,,
2006,NM,New Mexico,"6,009,427","8,603,698","6,821,833",0,"21,434,957",0,,,
2006,NV,Nevada,"11,978,121","8,975,373","13,624,582",0,"34,586,261","8,185",,,
2006,NY,New York,"48,426,749","76,028,586","14,976,419",0,"142,238,019","2,806,263",,,
2006,OH,Ohio,"51,375,230","46,140,703","55,869,285",0,"153,428,845","43,624",,,
2006,OK,Oklahoma,"21,690,395","18,196,670","15,018,250",0,"54,905,313",0,,,
2006,OR,Oregon,"18,977,580","16,082,633","12,990,969",0,"48,069,266","18,081",,,
2006,PA,Pennsylvania,"51,790,116","45,623,569","47,920,389",0,"146,150,359","816,281",,,
2006,RI,Rhode Island,"3,008,442","3,599,332","1,191,351",0,"7,799,125",0,,,
2006,SC,South Carolina,"28,539,117","20,922,509","31,415,694",0,"80,877,323",0,,,
2006,SD,South Dakota,"4,050,929","4,053,792","1,951,665",0,"10,056,389",0,,,
2006,TN,Tennessee,"40,815,857","29,033,127","34,081,328",0,"103,931,745","1,431",,,
2006,TX,Texas,"126,843,224","111,130,363","104,688,872",0,"342,724,213","61,754",,,
2006,UT,Utah,"8,232,049","9,748,789","8,355,670",0,"26,365,717","29,205",,,
2006,VA,Virginia,"42,906,018","44,653,831","18,998,108",0,"106,721,239","163,283",,,
2006,VT,Vermont,"2,142,238","2,027,096","1,625,697",0,"5,795,028",0,,,
2006,WA,Washington,"34,438,566","28,580,248","22,013,390",0,"85,033,336","1,133",,,
2006,WI,Wisconsin,"21,779,469","22,755,676","25,285,603",0,"69,820,749",0,,,
2006,WV,West Virginia,"11,014,420","7,377,472","13,915,887",0,"32,312,127","4,351",,,
2006,WY,Wyoming,"2,467,935","4,116,620","8,362,058",0,"14,946,611",0,,,
2006,US,United States,"1,351,520,036","1,299,743,681","1,011,297,569",0,"3,669,918,842","7,357,550",,,
2007,AK,Alaska,"2,114,455","2,828,386","1,383,765",0,"6,326,611",0,,,
2007,AL,Alabama,"32,783,445","22,872,542","36,172,476",0,"91,828,463",0,,,
