YEAR,ST,STATE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,OTHER,TOTAL,TRANSPORTATION,,,
2020,SD,South Dakota,"4,955,062","4,777,504","2,764,955",0,"12,497,522",0,,,
2020,TN,Tennessee,"42,069,585","34,107,676","18,419,005",0,"94,596,266",0,,,
2020,TX,Texas,"153,903,997","137,254,425","118,034,659",0,"409,366,745","173,665",,,
2020,UT,Utah,"10,317,572","11,186,090","9,529,800",0,"31,082,675","49,213",,,
2020,VA,Virginia,"46,227,620","53,477,174","15,715,767",0,"115,585,021","164,460",,,
2020,VT,Vermont,"2,146,963","1,812,680","1,335,332",0,"5,294,975",0,,,
2020,WA,Washington,"36,771,592","27,197,316","21,166,904",0,"85,233,478","97,666",,,
2020,WI,Wisconsin,"22,907,688","22,316,270","22,318,973",0,"67,543,894",963,,,
2020,WV,West Virginia,"10,876,822","6,946,648","14,254,272",0,"32,077,742",0,,,
2020,WY,Wyoming,"2,872,048","3,409,089","9,049,283",0,"15,330,419",0,,,
2020,US,United States,"1,461,957,643","1,275,718,315","919,533,398",0,"3,663,741,342","6,531,987",,,
2021,AL,Alabama,"33,437,665","23,910,793","32,552,591","663,008","90,564,057",0,,,
2021,AK,Alaska,"1,889,805","2,684,827","1,306,404","198,340","6,079,377",0,,,
2021,AZ,Arizona,"36,054,006","29,318,783","13,782,704","2,489,091","81,657,121","12,537",,,
2021,AR,Arkansas,"19,415,606","12,353,766","17,914,053","731,093","50,414,933",416,,,
2021,CA,California,"88,968,767","116,664,758","47,807,729","8,053,082","262,315,677","821,341",,,
2021,CO,Colorado,"20,068,016","21,632,516","16,532,686","964,330","59,334,580","137,031",,,
2021,CT,Connecticut,"12,611,900","12,157,788","2,862,955","460,537","28,275,075","181,895",,,
2021,DC,DC,"2,631,418","7,952,305","179,632","507,818","11,625,469","354,296",,,
2021,DE,Delaware,"5,187,223","4,564,704","2,043,826","55,432","11,851,186",0,,,
2021,FL,Florida,"131,048,232","98,999,972","16,659,595","7,872,153","254,671,783","91,830",,,
2021,GA,Georgia,"61,581,989","47,751,972","32,205,237","2,929,353","144,636,056","167,504",,,
2021,HI,Hawaii,"2,801,202","3,010,606","3,635,247","57,829","9,504,883",0,,,
2021,ID,Idaho,"8,863,008","6,122,845","8,619,217","322,846","23,927,916",0,,,
2021,IL,Illinois,"46,666,332","49,551,685","43,250,445","13,390,675","153,399,326","540,189",,,
2021,IN,Indiana,"34,375,341","24,346,974","45,316,682","562,328","104,622,709","21,384",,,
2021,IA,Iowa,"14,886,548","12,694,591","25,124,664","5,510,986","58,216,790",0,,,
2021,KS,Kansas,"14,100,012","16,381,638","11,855,780","430,519","42,767,949",0,,,
2021,KY,Kentucky,"27,555,822","20,325,944","30,132,694","4,625,449","82,639,909",0,,,
2021,LA,Louisiana,"32,101,308","25,067,444","37,192,463","2,644,709","97,015,762","9,839",,,
2021,ME,Maine,"4,793,809","4,250,069","2,789,926","116,133","11,949,937",0,,,
2021,MD,Maryland,"28,317,017","28,893,335","3,718,412","1,447,542","62,965,746","589,441",,,
2021,MA,Massachusetts,"19,854,902","24,127,761","7,951,067","837,063","53,129,399","358,607",,,
2021,MI,Michigan,"34,552,377","37,848,432","30,369,398","1,075,221","103,850,785","5,357",,,
2021,MN,Minnesota,"22,800,607","23,926,259","21,748,034","724,121","69,221,051","22,029",,,
2021,MS,Mississippi,"19,324,955","14,755,730","15,994,186","814,557","50,889,428",0,,,
2021,MO,Missouri,"37,246,236","30,172,158","13,655,268","1,674,100","82,769,573","21,812",,,
2021,MT,Montana,"5,415,567","5,109,084","4,778,581","395,604","15,698,835",0,,,
2021,NE,Nebraska,"10,549,008","9,758,145","11,032,386","1,428,980","32,768,519",0,,,
2021,NV,Nevada,"13,373,023","11,729,424","12,880,062","740,136","38,730,038","7,393",,,
2021,NH,New Hampshire,"4,580,115","4,264,743","1,923,973","177,578","10,946,410",0,,,
2021,NJ,New Jersey,"29,475,511","37,718,136","6,455,830","614,013","74,559,127","295,638",,,
2021,NM,New Mexico,"7,099,563","9,343,671","9,830,440","1,533,327","27,807,001",0,,,
2021,NY,New York,"51,597,712","77,033,560","16,570,561","16,200,617","164,273,810","2,871,361",,,
2021,NC,North Carolina,"62,375,157","49,860,819","27,391,009","2,955,225","142,600,901","18,691",,,
2021,ND,North Dakota,"5,275,183","7,396,446","10,548,596","493,925","23,714,151",0,,,
2021,OH,Ohio,"53,834,656","46,214,638","50,249,178","4,285,898","154,623,319","38,948",,,
2021,OK,Oklahoma,"24,335,176","20,668,888","21,534,348","5,993,117","72,531,528",0,,,
2021,OR,Oregon,"19,583,926","16,572,682","14,668,288","620,632","51,473,927","28,399",,,
2021,PA,Pennsylvania,"56,048,008","38,638,089","48,004,731","1,337,739","144,507,840","479,272",,,
2021,RI,Rhode Island,"3,066,362","3,723,955","651,918","156,118","7,625,357","27,005",,,
2021,SC,South Carolina,"32,321,556","22,402,569","27,115,155","1,245,368","83,084,648",0,,,
2021,SD,South Dakota,"5,208,126","5,125,137","3,011,238","436,120","13,780,620",0,,,
2021,TN,Tennessee,"44,008,431","36,151,394","21,104,523","1,100,272","102,364,610",-10,,,
2021,TX,Texas,"160,839,972","147,502,446","134,955,783","11,336,869","454,821,685","186,616",,,
2021,US,United States,"1,488,053,922","1,366,680,118","999,210,069","105,551,904","3,967,056,674","7,560,661",,,
2021,UT,Utah,"10,118,381","12,367,058","9,747,714","838,632","33,124,997","53,211",,,
2021,VT,Vermont,"2,081,545","1,912,064","1,435,614","50,642","5,479,865",0,,,
2021,VA,Virginia,"48,348,259","56,310,013","17,629,185","14,961,451","137,435,447","186,539",,,
2021,WA,Washington,"36,818,785","30,068,718","24,879,165","3,679,766","95,461,055","14,620",,,
2021,WV,West Virginia,"11,562,309","7,555,009","14,526,664","88,341","33,732,323",0,,,
2021,WI,Wisconsin,"22,538,293","24,294,264","23,506,035","722,713","71,062,539","1,234",,,
2021,WY,Wyoming,"2,927,271","3,425,275","10,518,584","154,948","17,026,078",0,,,
2022,AL,Alabama,"33,845,650","24,327,954","32,535,373","662,943","91,371,920",0,,,
2022,AK,Alaska,"1,858,299","2,707,818","1,333,731","198,340","6,098,188",0,,,
2022,AZ,Arizona,"36,720,984","29,276,400","13,782,704","2,488,669","82,281,991","13,234",,,
2022,AR,Arkansas,"19,701,702","12,556,304","18,165,273","731,093","51,154,788",416,,,
2022,CA,California,"89,691,158","117,857,450","47,807,729","8,053,082","264,230,760","821,341",,,
2022,CO,Colorado,"20,399,653","21,893,145","16,853,519","964,330","60,253,900","143,252",,,
2022,CT,Connecticut,"12,626,642","12,157,788","2,758,536","459,224","28,184,085","181,895",,,
2022,DC,DC,"2,668,344","7,952,305","179,632","514,635","11,671,821","356,905",,,
2022,DE,Delaware,"5,268,085","4,636,790","2,043,826","55,432","12,004,133",0,,,
2022,FL,Florida,"132,981,573","100,464,543","16,721,050","7,981,790","258,241,870","92,913",,,
2022,GA,Georgia,"62,612,117","47,922,047","32,121,247","2,994,093","145,818,063","168,558",,,
2022,HI,Hawaii,"2,803,617","2,986,975","3,635,247","57,829","9,483,668",0,,,
2022,ID,Idaho,"8,957,781","6,005,026","8,557,818","322,846","23,843,471",0,,,
2022,IL,Illinois,"47,499,559","49,280,056","43,250,445","13,575,136","154,141,644","536,449",,,
2022,IN,Indiana,"33,619,661","24,737,589","45,316,682","561,104","104,256,796","21,760",,,
2022,IA,Iowa,"15,115,972","12,887,082","25,567,638","5,662,811","59,233,503",0,,,
2022,KS,Kansas,"14,353,939","16,614,294","11,977,348","430,519","43,376,101",0,,,
2022,KY,Kentucky,"28,137,572","20,683,161","30,558,870","4,692,562","84,072,166",0,,,
2022,LA,Louisiana,"32,450,177","25,432,547","36,890,256","2,644,708","97,427,527","9,839",,,
2022,ME,Maine,"4,793,809","4,300,951","2,789,926","116,133","12,000,819",0,,,
2022,MD,Maryland,"28,644,005","28,893,335","3,718,412","1,472,567","63,324,871","596,552",,,
2022,MA,Massachusetts,"20,048,869","23,719,294","8,476,934","838,726","53,442,430","358,607",,,
2022,MI,Michigan,"35,015,357","37,842,256","30,369,398","1,075,497","104,307,690","5,182",,,
2022,MN,Minnesota,"23,056,834","24,437,240","21,748,034","724,121","69,987,031","20,802",,,
2022,MS,Mississippi,"19,552,033","15,014,104","15,994,186","814,557","51,374,880",0,,,
2022,MO,Missouri,"38,122,050","29,874,434","13,890,310","1,700,169","83,607,901","20,938",,,
2022,MT,Montana,"5,482,470","5,185,586","4,778,581","395,605","15,842,241",0,,,
2022,NE,Nebraska,"10,669,643","9,908,854","11,239,299","1,428,980","33,246,777",0,,,
2022,NV,Nevada,"13,625,717","11,980,311","13,107,325","740,136","39,460,655","7,166",,,
2022,NH,New Hampshire,"4,616,758","4,256,688","1,923,973","179,868","10,977,287",0,,,
2022,NJ,New Jersey,"29,853,201","37,570,861","6,188,080","617,912","74,525,693","295,638",,,
2022,NM,New Mexico,"7,213,564","9,501,075","10,098,856","1,533,327","28,346,823",0,,,
2022,NY,New York,"52,295,292","78,004,930","16,078,940","16,339,356","165,589,880","2,871,361",,,
2022,NC,North Carolina,"63,311,885","50,128,389","27,391,009","2,996,334","143,846,308","18,691",,,
2022,ND,North Dakota,"5,350,059","7,577,154","11,111,862","493,925","24,533,001",0,,,
2022,OH,Ohio,"54,117,529","46,317,488","50,249,178","4,285,903","155,009,047","38,948",,,
2022,OK,Oklahoma,"24,606,811","20,960,337","21,849,530","6,120,986","73,537,663",0,,,
2022,OR,Oregon,"19,715,703","16,647,535","14,668,288","620,821","51,681,474","29,127",,,
2022,PA,Pennsylvania,"56,782,581","37,475,576","48,310,243","1,337,739","144,318,238","412,098",,,
2022,RI,Rhode Island,"3,096,973","3,763,691","628,474","155,912","7,672,056","27,005",,,
2022,SC,South Carolina,"32,773,675","22,519,690","27,213,738","1,260,689","83,767,792",0,,,
2022,SD,South Dakota,"5,283,672","5,243,688","3,054,924","434,647","14,016,932",0,,,
2022,TN,Tennessee,"44,493,096","36,151,394","21,104,523","1,100,272","102,849,276",-9,,,
2022,TX,Texas,"163,404,929","150,252,907","136,596,713","11,337,240","461,778,405","186,616",,,
2022,US,United States,"1,509,784,705","1,365,729,220","998,382,805","105,551,904","3,987,009,295","7,560,661",,,
2022,UT,Utah,"10,307,810","12,620,363","9,876,150","838,632","33,696,165","53,211",,,
2022,VT,Vermont,"2,081,545","1,900,863","1,443,870","50,642","5,476,920",0,,,
2022,VA,Virginia,"48,988,441","57,474,431","17,642,446","15,187,031","139,478,093","185,744",,,
2022,WA,Washington,"37,070,709","30,468,258","24,879,165","3,679,766","96,112,518","14,620",,,
2022,WV,West Virginia,"11,732,532","7,563,883","14,526,664","88,346","33,911,426",0,,,
2022,WI,Wisconsin,"22,797,571","24,668,339","23,457,809","722,711","71,647,664","1,234",,,
2022,WY,Wyoming,"2,966,217","3,373,083","10,608,555","154,948","17,102,804",0,,,
2023,AL,Alabama,"34,253,635","24,745,116","32,521,948","662,895","92,183,594",0,,,
2023,AK,Alaska,"1,826,792","2,730,809","1,361,057","198,340","6,116,998",0,,,
2023,AZ,Arizona,"37,387,963","29,237,499","13,782,704","2,488,348","82,910,443","13,930",,,
2023,AR,Arkansas,"19,987,798","12,758,842","18,416,494","731,093","51,894,643",416,,,
2023,CA,California,"90,413,548","119,050,142","47,807,729","8,053,082","266,145,842","821,341",,,
2023,CO,Colorado,"20,731,290","22,153,774","17,174,353","964,330","61,171,156","147,410",,,
2023,CT,Connecticut,"12,622,277","12,157,788","2,654,117","458,046","28,074,123","181,895",,,
2023,DC,DC,"2,705,269","7,952,305","179,632","520,200","11,718,257","360,852",,,
2023,DE,Delaware,"5,348,947","4,709,292","2,043,826","55,432","12,157,497",0,,,
2023,FL,Florida,"134,914,914","101,967,953","16,776,119","8,091,428","261,843,083","92,669",,,
2023,GA,Georgia,"63,642,246","48,092,122","32,043,334","3,058,834","147,005,895","169,360",,,
2023,HI,Hawaii,"2,798,997","2,963,345","3,635,247","57,829","9,455,417",0,,,
2023,ID,Idaho,"9,062,594","5,949,236","8,516,664","322,846","23,851,339",0,,,
2023,IL,Illinois,"47,695,552","49,008,427","43,250,445","13,759,598","154,248,891","534,870",,,
2023,IN,Indiana,"34,047,092","24,968,232","45,316,682","564,299","104,918,301","21,996",,,
2023,IA,Iowa,"15,199,632","13,079,573","26,010,612","5,814,636","60,104,452",0,,,
2023,KS,Kansas,"14,444,074","16,846,951","12,098,917","430,519","43,820,461",0,,,
2023,KY,Kentucky,"28,719,323","21,040,378","30,949,587","4,759,673","85,468,961",0,,,
2023,LA,Louisiana,"32,799,046","25,797,650","36,603,418","2,644,708","97,854,660","9,839",,,
2023,ME,Maine,"4,793,809","4,351,834","2,789,926","116,133","12,051,702",0,,,
2023,MD,Maryland,"28,922,232","28,893,335","3,718,412","1,497,593","63,635,235","603,664",,,
2023,MA,Massachusetts,"20,172,195","23,403,059","8,875,484","840,177","53,649,521","358,607",,,
2023,MI,Michigan,"35,228,251","37,836,080","30,369,398","1,075,715","104,514,536","5,092",,,
2023,MN,Minnesota,"23,313,062","24,948,220","21,748,034","724,121","70,753,080","19,643",,,
2023,MS,Mississippi,"19,779,110","15,272,478","15,994,186","814,557","51,860,332",0,,,
2023,MO,Missouri,"38,410,006","29,576,710","14,081,238","1,726,239","83,814,292","20,099",,,
2023,MT,Montana,"5,549,373","5,262,087","4,778,581","395,606","15,985,647",0,,,
2023,NE,Nebraska,"10,790,278","10,059,564","11,446,212","1,428,980","33,725,034",0,,,
2023,NV,Nevada,"13,878,410","12,231,199","13,334,588","740,136","40,191,317","6,985",,,
2023,NH,New Hampshire,"4,653,400","4,248,633","1,923,973","182,157","11,008,163",0,,,
2023,NJ,New Jersey,"30,097,829","37,423,587","5,902,733","622,582","74,342,370","295,638",,,
2023,NM,New Mexico,"7,327,565","9,658,480","10,324,967","1,533,327","28,844,340",0,,,
2023,NY,New York,"52,587,604","78,976,300","15,585,699","16,478,096","166,499,060","2,871,361",,,
2023,NC,North Carolina,"64,248,613","50,395,959","27,391,009","3,037,443","145,091,716","18,691",,,
2023,ND,North Dakota,"5,424,935","7,757,861","11,675,129","493,925","25,351,851",0,,,
2023,OH,Ohio,"54,400,402","46,420,339","50,249,178","4,285,906","155,394,773","38,948",,,
2023,OK,Oklahoma,"24,878,446","21,251,785","22,164,712","6,248,855","74,543,798",0,,,
2023,OR,Oregon,"19,847,480","16,722,388","14,668,288","620,967","51,888,979","29,856",,,
2023,PA,Pennsylvania,"57,285,368","36,583,892","48,563,165","1,337,739","144,108,338","338,174",,,
2023,RI,Rhode Island,"3,116,803","3,803,428","605,031","155,874","7,708,140","27,005",,,
2023,SC,South Carolina,"33,225,794","22,636,810","27,300,851","1,276,011","84,439,466",0,,,
2023,SD,South Dakota,"5,359,219","5,362,240","3,098,610","433,330","14,253,399",0,,,
2023,TN,Tennessee,"44,977,761","36,151,394","21,104,523","1,100,272","103,333,942",-8,,,
2023,TX,Texas,"165,969,887","153,003,368","138,237,643","11,337,490","468,735,005","186,616",,,
2023,US,United States,"1,526,413,942","1,364,778,321","997,835,751","105,551,904","4,002,140,580","7,560,661",,,
2023,UT,Utah,"10,497,238","12,873,668","10,004,585","838,632","34,267,334","53,211",,,
2023,VT,Vermont,"2,081,545","1,889,663","1,450,342","50,642","5,472,192",0,,,
2023,VA,Virginia,"49,628,623","58,638,850","17,654,423","15,412,592","141,519,730","185,242",,,
2023,WA,Washington,"37,322,633","30,867,798","24,879,165","3,679,766","96,763,982","14,620",,,
2023,WV,West Virginia,"11,840,146","7,514,502","14,526,664","88,351","33,969,662",0,,,
2023,WI,Wisconsin,"22,957,727","25,042,415","23,413,280","722,710","72,137,366","1,234",,,
2023,WY,Wyoming,"3,005,164","3,324,540","10,698,527","154,948","17,183,178",0,,,
2024,AL,Alabama,"34,661,620","25,162,277","32,511,480","662,860","92,998,238",0,,,
2024,AK,Alaska,"1,795,285","2,753,799","1,388,384","198,340","6,135,809",0,,,
2024,AZ,Arizona,"38,054,941","29,201,794","13,782,704","2,488,102","83,542,167","14,627",,,
2024,AR,Arkansas,"20,273,894","12,961,380","18,667,715","731,093","52,634,498",416,,,
2024,CA,California,"91,135,938","120,242,834","47,807,729","8,053,082","268,060,925","821,341",,,
2024,CO,Colorado,"21,062,926","22,414,403","17,495,186","964,330","62,087,034","150,189",,,
2024,CT,Connecticut,"12,623,569","12,157,788","2,549,699","456,989","27,969,940","181,895",,,
2024,DC,DC,"2,742,195","7,952,305","179,632","526,783","11,765,095","364,180",,,
2024,DE,Delaware,"5,429,809","4,781,646","2,043,826","55,432","12,310,713",0,,,
2024,FL,Florida,"136,848,255","103,485,696","16,825,465","8,201,065","265,452,323","91,842",,,
2024,GA,Georgia,"64,672,374","48,262,196","31,971,060","3,123,574","148,199,173","169,969",,,
2024,HI,Hawaii,"2,790,154","2,939,715","3,635,247","57,829","9,422,944",0,,,
2024,ID,Idaho,"9,163,852","5,922,817","8,489,080","322,846","23,898,595",0,,,
2024,IL,Illinois,"48,243,841","48,736,798","43,250,445","13,944,059","154,709,346","534,203",,,
2024,IN,Indiana,"34,431,604","25,273,616","45,316,682","567,970","105,612,171","22,299",,,
2024,IA,Iowa,"15,367,329","13,272,063","26,453,585","5,966,460","61,059,438",0,,,
2024,KS,Kansas,"14,621,582","17,079,607","12,220,486","430,519","44,352,195",0,,,
2024,KY,Kentucky,"29,301,073","21,397,595","31,307,794","4,826,785","86,833,247",0,,,
2024,LA,Louisiana,"33,147,915","26,162,753","36,331,165","2,644,708","98,296,380","9,839",,,
2024,ME,Maine,"4,793,809","4,402,716","2,789,926","116,133","12,102,584",0,,,
2024,MD,Maryland,"29,217,208","28,893,335","3,718,412","1,522,618","63,962,348","610,775",,,
2024,MA,Massachusetts,"20,320,960","23,158,228","9,177,541","841,444","53,856,779","358,607",,,
2024,MI,Michigan,"35,553,094","37,829,904","30,369,398","1,075,886","104,833,328","5,046",,,
2024,MN,Minnesota,"23,569,289","25,459,200","21,748,034","724,121","71,519,193","18,549",,,
2024,MS,Mississippi,"20,006,188","15,530,852","15,994,186","814,557","52,345,784",0,,,
2024,MO,Missouri,"39,021,744","29,278,986","14,236,332","1,752,309","84,308,665","19,294",,,
2024,MT,Montana,"5,616,276","5,338,589","4,778,581","395,606","16,129,052",0,,,
2024,NE,Nebraska,"10,910,913","10,210,274","11,653,125","1,428,980","34,203,292",0,,,
2024,NV,Nevada,"14,131,103","12,482,086","13,561,851","740,136","40,922,015","6,839",,,
2024,NH,New Hampshire,"4,690,043","4,240,578","1,923,973","184,447","11,039,040",0,,,
2024,NJ,New Jersey,"30,399,205","37,276,313","5,626,032","626,601","74,223,789","295,638",,,
2024,NM,New Mexico,"7,441,566","9,815,885","10,528,833","1,533,327","29,319,612",0,,,
2024,NY,New York,"53,075,391","79,947,670","15,092,985","16,616,836","167,604,242","2,871,361",,,
2024,NC,North Carolina,"65,185,341","50,663,530","27,391,009","3,078,553","146,337,123","18,691",,,
2024,ND,North Dakota,"5,499,812","7,938,569","12,238,395","493,925","26,170,701",0,,,
2024,OH,Ohio,"54,683,275","46,523,189","50,249,178","4,285,907","155,780,498","38,948",,,
2024,OK,Oklahoma,"25,150,080","21,543,234","22,479,895","6,376,724","75,549,933",0,,,
2024,OR,Oregon,"19,979,257","16,797,241","14,668,288","621,079","52,096,450","30,585",,,
2024,PA,Pennsylvania,"57,887,327","35,190,949","48,484,214","1,337,739","143,169,017","268,788",,,
2024,RI,Rhode Island,"3,140,557","3,843,164","581,587","155,948","7,748,262","27,005",,,
2024,SC,South Carolina,"33,677,913","22,753,931","27,377,827","1,291,333","85,101,004",0,,,
2024,SD,South Dakota,"5,434,766","5,480,791","3,142,297","432,151","14,490,004",0,,,
2024,TN,Tennessee,"45,462,426","36,151,394","21,104,523","1,100,272","103,818,609",-7,,,
2024,TX,Texas,"168,534,845","155,753,829","139,878,574","11,337,660","475,691,524","186,616",,,
2024,US,United States,"1,545,206,890","1,363,827,423","997,473,994","105,551,904","4,019,620,872","7,560,661",,,
2024,UT,Utah,"10,686,666","13,126,972","10,133,021","838,632","34,838,502","53,211",,,
2024,VT,Vermont,"2,081,545","1,878,463","1,455,417","50,642","5,466,067",0,,,
2024,VA,Virginia,"50,268,805","59,803,268","17,665,241","15,638,327","143,560,567","184,925",,,
2024,WA,Washington,"37,574,556","31,267,338","24,879,165","3,679,766","97,415,446","14,620",,,
2024,WV,West Virginia,"11,973,336","7,499,428","14,526,664","88,354","34,087,782",0,,,
2024,WI,Wisconsin,"23,164,722","25,416,490","23,372,166","722,709","72,677,321","1,234",,,
2024,WY,Wyoming,"3,044,110","3,289,405","10,788,498","154,948","17,276,961",0,,,
2025,AL,Alabama,"35,069,606","25,579,438","32,503,319","662,835","93,815,197",0,,,
2025,AK,Alaska,"1,763,779","2,776,790","1,415,710","198,340","6,154,619",0,,,
2025,AZ,Arizona,"38,721,919","29,169,022","13,782,704","2,487,915","84,176,883","15,323",,,
2025,AR,Arkansas,"20,559,990","13,163,919","18,918,936","731,093","53,374,354",416,,,
2025,CA,California,"91,858,328","121,435,527","47,807,729","8,053,082","269,976,007","821,341",,,
2025,CO,Colorado,"21,394,563","22,675,031","17,816,019","964,330","63,001,990","152,047",,,
2025,CT,Connecticut,"12,623,187","12,157,788","2,445,280","456,041","27,864,191","181,895",,,
2025,DC,DC,"2,779,120","7,952,305","179,632","532,538","11,811,389","367,794",,,
2025,DE,Delaware,"5,510,670","4,854,053","2,043,826","55,432","12,463,981",0,,,
2025,FL,Florida,"138,781,595","105,008,728","16,869,685","8,310,703","269,061,778","91,067",,,
2025,GA,Georgia,"65,702,503","48,432,271","31,904,015","3,188,314","149,397,534","170,432",,,
2025,HI,Hawaii,"2,779,181","2,916,085","3,635,247","57,829","9,388,341",0,,,
2025,ID,Idaho,"9,266,369","5,910,308","8,470,591","322,846","23,970,112",0,,,
2025,IL,Illinois,"48,597,363","48,465,169","43,250,445","14,128,521","154,975,419","533,922",,,
2025,IN,Indiana,"34,181,671","25,544,080","45,316,682","568,813","105,633,816","22,570",,,
2025,IA,Iowa,"15,486,576","13,464,554","26,896,559","6,118,285","61,965,974",0,,,
2025,KS,Kansas,"14,752,482","17,312,264","12,342,055","430,519","44,837,319",0,,,
2025,KY,Kentucky,"29,882,823","21,754,812","31,636,196","4,893,896","88,167,728",0,,,
2025,LA,Louisiana,"33,496,784","26,527,856","36,072,757","2,644,708","98,751,944","9,839",,,
2025,ME,Maine,"4,793,809","4,453,598","2,789,926","116,133","12,153,466",0,,,
2025,MD,Maryland,"29,506,431","28,893,335","3,718,412","1,547,644","64,283,707","617,886",,,
2025,MA,Massachusetts,"20,460,564","22,968,681","9,406,466","842,549","54,036,867","358,607",,,
2025,MI,Michigan,"35,827,824","37,823,729","30,369,398","1,076,022","105,101,994","5,022",,,
2025,MN,Minnesota,"23,825,517","25,970,180","21,748,034","724,121","72,285,368","17,515",,,
2025,MS,Mississippi,"20,233,266","15,789,226","15,994,186","814,557","52,831,235",0,,,
2025,MO,Missouri,"39,455,149","28,981,262","14,362,317","1,778,378","84,595,627","18,521",,,
2025,MT,Montana,"5,683,179","5,415,091","4,778,581","395,606","16,272,457",0,,,
2025,NE,Nebraska,"11,031,548","10,360,984","11,860,038","1,428,980","34,681,550",0,,,
2025,NV,Nevada,"14,383,796","12,732,974","13,789,114","740,136","41,652,742","6,722",,,
2025,NH,New Hampshire,"4,726,686","4,232,522","1,923,973","186,736","11,069,917",0,,,
2025,NJ,New Jersey,"30,676,379","37,129,039","5,345,083","631,170","74,077,309","295,638",,,
2025,NM,New Mexico,"7,555,567","9,973,290","10,721,002","1,533,327","29,783,186",0,,,
2025,NY,New York,"53,468,893","80,919,040","14,600,100","16,755,575","168,614,969","2,871,361",,,
2025,NC,North Carolina,"66,122,069","50,931,100","27,391,009","3,119,662","147,582,530","18,691",,,
2025,ND,North Dakota,"5,574,688","8,119,277","12,801,661","493,925","26,989,551",0,,,
2025,OH,Ohio,"54,966,148","46,626,040","50,249,178","4,285,908","156,166,222","38,948",,,
2025,OK,Oklahoma,"25,421,715","21,834,682","22,795,077","6,504,593","76,556,067",0,,,
2025,OR,Oregon,"20,111,034","16,872,095","14,668,288","621,165","52,303,895","31,314",,,
2025,PA,Pennsylvania,"58,446,854","34,209,424","48,439,518","1,337,739","142,629,885","196,351",,,
2025,RI,Rhode Island,"3,162,883","3,882,901","558,144","156,067","7,786,999","27,005",,,
2025,SC,South Carolina,"34,130,032","22,871,052","27,445,847","1,306,655","85,753,585",0,,,
2025,SD,South Dakota,"5,510,313","5,599,342","3,185,983","431,096","14,726,734",0,,,
2025,TN,Tennessee,"45,947,091","36,151,394","21,104,523","1,100,272","104,303,275",-6,,,
2025,TX,Texas,"171,099,803","158,504,290","141,519,504","11,337,775","482,647,987","186,616",,,
2025,US,United States,"1,563,082,147","1,362,876,524","997,234,771","105,551,904","4,036,306,007","7,560,661",,,
2025,UT,Utah,"10,876,094","13,380,277","10,261,456","838,632","35,409,671","53,211",,,
2025,VT,Vermont,"2,081,545","1,867,263","1,459,396","50,642","5,458,845",0,,,
2025,VA,Virginia,"50,908,987","60,967,687","17,675,012","15,863,909","145,600,320","184,725",,,
2025,WA,Washington,"37,826,480","31,666,878","24,879,165","3,679,766","98,066,909","14,620",,,
2025,WV,West Virginia,"12,096,078","7,464,150","14,526,664","88,356","34,175,248",0,,,
2025,WI,Wisconsin,"23,349,584","25,790,565","23,334,204","722,709","73,198,295","1,234",,,
2025,WY,Wyoming,"3,083,056","3,260,147","10,878,469","154,947","17,376,621",0,,,
2026,AL,Alabama,"35,477,591","25,996,600","32,496,955","662,817","94,633,962",0,,,
2026,AK,Alaska,"1,732,272","2,799,781","1,443,037","198,340","6,173,430",0,,,
2026,AZ,Arizona,"39,388,897","29,138,943","13,782,704","2,487,772","84,814,336","16,020",,,
2026,AR,Arkansas,"20,846,086","13,366,457","19,170,157","731,093","54,114,209",416,,,
2026,CA,California,"92,580,719","122,628,219","47,807,729","8,053,082","271,891,090","821,341",,,
2026,CO,Colorado,"21,726,200","22,935,660","18,136,852","964,330","63,916,330","153,289",,,
2026,CT,Connecticut,"12,623,300","12,157,788","2,340,861","455,190","27,759,035","181,895",,,
2026,DC,DC,"2,816,046","7,952,305","179,632","538,967","11,858,225","371,276",,,
2026,DE,Delaware,"5,591,532","4,926,440","2,043,826","55,432","12,617,231",0,,,
2026,FL,Florida,"140,714,936","106,533,712","16,909,309","8,420,340","272,668,950","90,652",,,
2026,GA,Georgia,"66,732,631","48,602,346","31,841,822","3,253,054","150,600,636","170,784",,,
2026,HI,Hawaii,"2,767,566","2,892,455","3,635,247","57,829","9,353,096",0,,,
2026,ID,Idaho,"9,368,440","5,904,384","8,458,198","322,846","24,053,867",0,,,
2026,IL,Illinois,"49,058,563","48,193,539","43,250,445","14,312,982","155,349,332","533,803",,,
2026,IN,Indiana,"34,575,811","25,830,859","45,316,682","566,852","106,313,060","22,856",,,
2026,IA,Iowa,"15,633,755","13,657,045","27,339,533","6,270,110","62,900,442",0,,,
2026,KS,Kansas,"14,908,245","17,544,920","12,463,624","430,519","45,347,308",0,,,
2026,KY,Kentucky,"30,464,574","22,112,029","31,937,273","4,961,008","89,474,885",0,,,
2026,LA,Louisiana,"33,845,653","26,892,959","35,827,490","2,644,708","99,220,649","9,839",,,
2026,ME,Maine,"4,793,809","4,504,480","2,789,926","116,134","12,204,349",0,,,
2026,MD,Maryland,"29,797,630","28,893,335","3,718,412","1,572,669","64,607,043","624,998",,,
2026,MA,Massachusetts,"20,603,467","22,821,932","9,579,967","843,513","54,207,487","358,607",,,
2026,MI,Michigan,"36,124,986","37,817,553","30,369,398","1,076,129","105,393,075","5,010",,,
