"YEAR","ST","STATE","RESIDENTIAL","COMMERCIAL","INDUSTRIAL","OTHER","TOTAL","TRANSPORTATION"
2012,"NM","New Mexico",6763820,9165533,7249215,0,23178568,0
2012,"NV","Nevada",12122718,9314611,13734461,0,35179918,8128
2012,"NY","New York",50691506,76017962,13705330,0,143162668,2747870
2012,"OH","Ohio",52287769,46755882,53379284,0,152456864,33929
2012,"OK","Oklahoma",22809680,19961143,16569801,0,59340624,0
2012,"OR","Oregon",18854659,15803814,12005579,0,46688856,24804
2012,"PA","Pennsylvania",52876058,42919768,48038858,0,144709727,875043
2012,"RI","Rhode Island",3121367,3639866,923478,0,7708334,23623
2012,"SC","South Carolina",28366263,21250734,28163956,0,77780953,0
2012,"SD","South Dakota",4453732,4556608,2723870,0,11734210,0
2012,"TN","Tennessee",39753631,28150141,28475956,0,96381472,1744
2012,"TX","Texas",137411633,133104994,94517323,0,365104131,70181
2012,"UT","Utah",9188204,10802800,9694190,0,29723368,38174
2012,"VA","Virginia",43534675,46756658,17315739,0,107794985,187913
2012,"VT","Vermont",2095283,1993892,1421589,0,5510764,0
2012,"WA","Washington",35510961,29239604,27578904,0,92336441,6972
2012,"WI","Wisconsin",22026353,23232827,23560910,0,68820090,0
2012,"WV","West Virginia",11194679,7762823,11855567,0,30817241,4172
2012,"WY","Wyoming",2716528,4245450,10009376,0,16971354,0
2013,"AK","Alaska",2103966,2824199,1340047,0,6268212,0
2013,"AL","Alabama",31378659,22603229,33870219,0,87852107,0
2013,"AR","Arkansas",18219287,11897953,16565377,0,46683034,417
2013,"AZ","Arizona",33103602,30039018,12519417,0,75662037,0
2013,"CA","California",89241934,116857853,54396999,0,261332459,835673
2013,"CO","Colorado",18528908,20098218,14752859,0,53441649,61664
2013,"CT","Connecticut",13135451,13009103,3490140,0,29824516,189822
2013,"DC","District of Columbia",2033618,8499143,227385,0,11085519,325373
2013,"DE","Delaware",4570013,4157793,2620050,0,11347856,0
2013,"FL","Florida",113293913,92144612,16389522,0,221919514,91467
2013,"GA","Georgia",53544411,45353153,31443424,0,130497470,156482
2013,"HI","Hawaii",2608853,3271200,3623111,0,9503164,0
2013,"IA","Iowa",14625866,12444635,19634715,0,46705216,0
2013,"ID","Idaho",8619262,6250297,9338497,0,24208056,0
2013,"IL","Illinois",46372234,50472706,44386770,0,141804888,573178
2013,"IN","Indiana",33406630,24252010,47807527,0,105487389,21222
2013,"KS","Kansas",13593003,15245028,11009366,0,39847397,0
2013,"KY","Kentucky",26788098,21004194,36971550,0,84763842,0
2013,"LA","Louisiana",30709206,24253945,30833438,0,85807932,11343
2013,"MA","Massachusetts",20727624,17713103,16463343,0,55265074,361004
2013,"MD","Maryland",27448367,29966199,3943942,0,61899478,540970
2013,"ME","Maine",4662303,4015604,3177140,0,11855047,0
2013,"MI","Michigan",34013168,37697520,31321534,0,103038305,6083
2013,"MN","Minnesota",22849542,23041186,22734273,0,68644103,19102
2013,"MO","Missouri",35318204,30515252,17551296,0,83406957,22205
2013,"MS","Mississippi",18462415,14187814,16131761,0,48781990,0
2013,"MT","Montana",4926471,4889642,4229061,0,14045174,0
2013,"NC","North Carolina",56251297,46648766,26872437,0,129779905,7405
2013,"ND","North Dakota",5038846,5685146,5308975,0,16032967,0
2013,"NE","Nebraska",10062159,9387074,11251372,0,30700605,0
2013,"NH","New Hampshire",4553871,4516866,1972539,0,11043276,0
2013,"NJ","New Jersey",28544638,38231099,7565722,0,74642399,300940
2013,"NM","New Mexico",6803987,8982563,7278476,0,23065026,0
2013,"NV","Nevada",12142431,9301939,13758569,0,35211215,8276
2013,"NY","New York",50777369,76342319,17910950,0,147895127,2864489
2013,"OH","Ohio",52158094,46717859,51387011,0,150307018,44054
2013,"OK","Oklahoma",23199968,19843129,16886075,0,59929172,0
2013,"OR","Oregon",19328558,16080354,12209593,0,47640978,22473
2013,"PA","Pennsylvania",54251847,43145011,48043117,0,146253763,813788
2013,"RI","Rhode Island",3164692,3667095,922911,0,7781122,26424
2013,"SC","South Carolina",28812518,21120198,28669378,0,78602094,0
2013,"SD","South Dakota",4824150,4661845,2723804,0,12209799,0
2013,"TN","Tennessee",40905924,33574605,22461702,0,96944013,1782
2013,"TX","Texas",140272607,136516037,101967843,0,378817254,60767
2013,"UT","Utah",9401748,11007765,10010410,0,30474034,54111
2013,"VA","Virginia",45416253,47750595,17150375,0,110511827,194604
2013,"VT","Vermont",2125435,2016501,1445776,0,5587712,0
2013,"WA","Washington",35983486,29658670,27234626,0,92882723,5941
2013,"WI","Wisconsin",22095922,23658373,23369748,0,69124043,0
2013,"WV","West Virginia",11581825,7793517,12020526,0,31399850,3982
2013,"WY","Wyoming",2829496,4066842,10157176,0,17053514,0
2014,"AK","Alaska",2043614,2761518,1359680,0,6164812,0
2014,"AL","Alabama",32929598,22929309,34634820,0,90493727,0
2014,"AR","Arkansas",18441119,11988033,16650718,0,47080301,431
2014,"AZ","Arizona",32346079,29289879,14661727,0,76297685,0
2014,"CA","California",89360680,119494062,52898430,0,262584786,831614
2014,"CO","Colorado",18092932,20129360,15110188,0,53396521,64041
2014,"CT","Connecticut",12777579,12893531,3514798,0,29354460,168552
2014,"DC","District of Columbia",2072205,8548237,242149,0,11193589,330998
2014,"DE","Delaware",4644841,4197298,2496338,0,11338477,0
2014,"FL","Florida",116535263,92925670,16522425,0,226078111,94753
2014,"GA","Georgia",57167387,46608275,31849136,0,135789932,165134
2014,"HI","Hawaii",2583770,3201898,3689784,0,9475452,0
2014,"IA","Iowa",14426582,12339098,20436173,0,47201853,0
2014,"ID","Idaho",8134913,6127911,8970460,0,23233284,0
2014,"IL","Illinois",46009458,50619480,44329683,0,141540287,581666
2014,"IN","Indiana",33703965,24129606,49088427,0,106942504,20506
2014,"KS","Kansas",13684952,15382745,11493909,0,40561606,0
2014,"KY","Kentucky",27399768,19156540,32282616,0,78838924,0
2014,"LA","Louisiana",31400683,24492775,34723345,0,90628316,11513
2014,"MA","Massachusetts",20071160,26076208,7960941,0,54469292,360983
2014,"MD","Maryland",27487633,29804342,3847954,0,61683869,543940
2014,"ME","Maine",4660605,3984570,3357486,0,12002661,0
2014,"MI","Michigan",33514991,37348927,32445935,0,103314098,4245
2014,"MN","Minnesota",22791466,22827840,23076348,0,68719367,23713
2014,"MO","Missouri",35792644,30665251,17398747,0,83878397,21755
2014,"MS","Mississippi",18922097,14174583,16311951,0,49408631,0
2014,"MT","Montana",4969243,4903160,4229989,0,14102392,0
2014,"NC","North Carolina",58649994,47509563,26964549,0,133132776,8670
2014,"ND","North Dakota",5357514,5403497,7478721,0,18239732,0
2014,"NE","Nebraska",10028238,9525524,10668406,0,30222168,0
2014,"NH","New Hampshire",4510487,4464530,1969064,0,10944081,0
2014,"NJ","New Jersey",27892582,38154090,7516616,0,73866078,302790
2014,"NM","New Mexico",6611970,8976354,7526898,0,23115222,0
2014,"NV","Nevada",11916521,9418091,13732695,0,35075606,8299
2014,"NY","New York",49974914,76540813,18002976,0,147371913,2853210
2014,"OH","Ohio",52804334,47004594,50829251,0,150679713,41534
2014,"OK","Oklahoma",23351144,20448774,17773456,0,61573374,0
2014,"OR","Oregon",18617613,16039418,12654475,0,47334953,23447
2014,"PA","Pennsylvania",54195335,43347918,48317693,0,146687698,826752
2014,"RI","Rhode Island",3070347,3657679,887150,0,7643104,27928
2014,"SC","South Carolina",30715986,21655593,29248186,0,81619765,0
2014,"SD","South Dakota",4827368,4572324,2955034,0,12354726,0
2014,"TN","Tennessee",42538248,33497350,24182470,0,100219230,1162
2014,"TX","Texas",140899744,139432095,109165495,0,389669820,172486
2014,"UT","Utah",8963971,11053251,9965115,0,30043019,60682
2014,"VA","Virginia",46443716,47751655,17700993,0,112098381,202017
2014,"VT","Vermont",2121347,2030520,1417994,0,5569861,0
2014,"WA","Washington",35082958,29040310,28012775,0,92140777,4734
2014,"WI","Wisconsin",21925712,23757494,23811549,0,69494755,0
2014,"WV","West Virginia",11990728,7876429,12828949,0,32696106,0
2014,"WY","Wyoming",2752313,4000291,10381471,0,17134075,0
2015,"AK","Alaska",2044184,2763491,1351529,0,6159204,0
2015,"AL","Alabama",31908530,23437831,33499182,0,88845543,0
2015,"AR","Arkansas",18273389,12153236,16038092,0,46465154,437
2015,"AZ","Arizona",33167205,29284431,14891564,0,77349416,6216
2015,"CA","California",89386373,118384093,52562210,0,261170437,837761
2015,"CO","Colorado",18384936,20408085,15258761,0,54116046,64264
2015,"CT","Connecticut",12892862,12958570,3432002,0,29476155,192721
2015,"DC","District of Columbia",2497559,8221610,238232,0,11291233,333832
2015,"DE","Delaware",4848998,4219085,2430122,0,11498205,0
2015,"FL","Florida",122759472,95847051,16897415,0,235599398,95460
2015,"GA","Georgia",56421650,47151316,32134396,0,135878215,170853
2015,"HI","Hawaii",2641336,3174462,3695554,0,9511352,0
2015,"IA","Iowa",13786328,12071781,21289184,0,47147293,0
2015,"ID","Idaho",8054693,6263642,8740479,0,23058814,0
2015,"IL","Illinois",44645638,50319815,43130671,0,138619970,523846
2015,"IN","Indiana",32441693,24021689,48030120,0,104514518,21016
2015,"KS","Kansas",13241682,15380339,11227106,0,39849127,0
2015,"KY","Kentucky",26168093,19589209,30281328,0,76038630,0
2015,"LA","Louisiana",31545313,24996178,35123169,0,91676489,11829
2015,"MA","Massachusetts",20175317,26200307,7892165,0,54621088,353299
2015,"MD","Maryland",27403336,29959115,3883315,0,61781719,535953
2015,"ME","Maine",4662301,4017822,3208045,0,11888168,0
2015,"MI","Michigan",33357876,38440734,30677019,0,102479921,4292
2015,"MN","Minnesota",21713970,23388015,21453040,0,66579234,24209
2015,"MO","Missouri",33911760,30535443,17036256,0,81504081,20622
2015,"MS","Mississippi",18561101,14391682,15738746,0,48691529,0
2015,"MT","Montana",4825213,4894095,4487603,0,14206911,0
2015,"NC","North Carolina",57901557,48236147,27701168,0,133847523,8651
2015,"ND","North Dakota",4862542,6278868,6987538,0,18128948,0
2015,"NE","Nebraska",9532132,9307834,10655107,0,29495073,0
2015,"NH","New Hampshire",4526948,4491173,1981028,0,10999149,0
2015,"NJ","New Jersey",29142283,38722730,7320398,0,75489623,304212
2015,"NM","New Mexico",6641724,8877046,7574783,0,23093553,0
2015,"NV","Nevada",12338538,9613997,14058811,0,36019690,8344
2015,"NY","New York",51012745,77005625,18079200,0,148913655,2816085
2015,"OH","Ohio",51492954,47123923,50556675,0,149213224,39672
2015,"OK","Oklahoma",22615824,20691105,18029456,0,61336385,0
2015,"OR","Oregon",18269007,16021066,12949776,0,47263974,24125
2015,"PA","Pennsylvania",54418663,43745173,47404272,0,146344028,775920
2015,"RI","Rhode Island",3135506,3704812,798532,0,7664718,25868
2015,"SC","South Carolina",30059188,21927007,29342051,0,81328246,0
2015,"SD","South Dakota",4571325,4748637,2782017,0,12101979,0
2015,"TN","Tennessee",41667411,34981552,22983145,0,99632108,0
2015,"TX","Texas",145651913,136323562,110182265,0,392337354,179614
2015,"UT","Utah",9117153,11614593,9404984,0,30192350,55620
2015,"VA","Virginia",45928411,48347037,17537165,0,112009045,196432
2015,"VT","Vermont",2088940,2010568,1421601,0,5521109,0
2015,"WA","Washington",34071987,29266512,26772299,0,90116086,5288
2015,"WI","Wisconsin",21214787,23514103,23969851,0,68698932,191
2015,"WV","West Virginia",11437451,7800740,13064835,0,32303026,0
2015,"WY","Wyoming",2676702,3924590,10323470,0,16924762,0
2016,"AK","Alaska",2006392,2731499,1385311,0,6123202,0
2016,"AL","Alabama",32055546,23634474,32535121,0,88225141,0
2016,"AR","Arkansas",17784233,12177633,16226147,0,46188438,425
2016,"AZ","Arizona",33690783,29564157,14975656,0,78237828,7232
2016,"CA","California",88311069,116774684,50979124,0,256846635,781758
2016,"CO","Colorado",18833722,20800136,15103434,0,54802037,64745
2016,"CT","Connecticut",12676983,12701264,3370068,0,28931087,182772
2016,"DC","District of Columbia",2501892,8368479,192454,0,11394003,331178
2016,"DE","Delaware",4763106,4235231,2260101,0,11258438,0
2016,"FL","Florida",123320547,95547214,16758825,0,235721822,95236
2016,"GA","Georgia",57889379,47761768,32290121,0,138112239,170971
2016,"HI","Hawaii",2611727,3111282,3722380,0,9445389,0
2016,"IA","Iowa",14093678,12291332,22046183,0,48431193,0
2016,"ID","Idaho",8172022,6279129,8611810,0,23062961,0
2016,"IL","Illinois",45990052,50910054,43631754,0,141050409,518549
2016,"IN","Indiana",33025955,24228779,46429174,0,103704821,20913
2016,"KS","Kansas",13509235,15887392,11413547,0,40810174,0
2016,"KY","Kentucky",26338437,19981122,28234016,0,74553575,0
2016,"LA","Louisiana",30650067,24895713,35894652,0,91452659,12227
2016,"MA","Massachusetts",19692896,25933809,7507380,0,53475888,341803
2016,"MD","Maryland",27316871,29675993,3821476,0,61353911,539571
2016,"ME","Maine",4585825,3986488,2876638,0,11448951,0
2016,"MI","Michigan",34543262,38985906,30934422,0,104467813,4223
2016,"MN","Minnesota",21803791,23501739,21216798,0,66546492,24164
2016,"MO","Missouri",34354932,30728480,13513245,0,78618056,21399
2016,"MS","Mississippi",18458928,14522538,16068698,0,49050164,0
2016,"MT","Montana",4852547,4831636,4416418,0,14100601,0
2016,"NC","North Carolina",58456809,48604221,27336887,0,134404319,6402
2016,"ND","North Dakota",4741298,6346158,7432732,0,18520188,0
2016,"NE","Nebraska",9738351,9306827,11154176,0,30199354,0
2016,"NH","New Hampshire",4438407,4466192,2000357,0,10904956,0
2016,"NJ","New Jersey",29090726,38672407,7293070,0,75359371,303168
2016,"NM","New Mexico",6642511,8805876,7591160,0,23039547,0
2016,"NV","Nevada",12691942,9929076,13515234,0,36144630,8378
2016,"NY","New York",50831287,76506968,17709218,0,147803038,2755565
2016,"OH","Ohio",52524141,47742269,50290693,0,150597796,40693
2016,"OK","Oklahoma",22789715,20695703,18031136,0,61516554,0
2016,"OR","Oregon",18573242,16060478,12691616,0,47349350,24014
2016,"PA","Pennsylvania",53877130,43535432,47127932,0,145327683,787189
2016,"RI","Rhode Island",3081562,3651317,764295,0,7524270,27096
2016,"SC","South Carolina",30615596,22274962,26686992,0,79577550,0
2016,"SD","South Dakota",4618724,4698053,2812753,0,12129530,0
2016,"TN","Tennessee",41773888,35438903,23545648,0,100758439,0
2016,"TX","Texas",145973181,139104274,113402713,0,398661809,181641
2016,"UT","Utah",9370656,11565312,9186991,0,30179534,56575
2016,"VA","Virginia",45186057,49263847,17648014,0,112280665,182747
2016,"VT","Vermont",2056402,2014045,1446003,0,5516450,0
2016,"WA","Washington",34211748,28989062,25678420,0,88885316,6086
2016,"WI","Wisconsin",21814249,23884088,24037811,0,69736338,190
2016,"WV","West Virginia",11375581,7825670,12874895,0,32076146,0
2016,"WY","Wyoming",2751073,3762315,10041482,0,16554870,0
2017,"AK","Alaska",2060349,2704890,1420560,0,6185799,0
2017,"AL","Alabama",30181045,22743813,33316872,0,86241730,0
2017,"AR","Arkansas",17026779,11912518,17146265,0,46085951,389
2017,"AZ","Arizona",34251220,29681441,13706041,0,77646262,7560
2017,"CA","California",90123505,117682380,48627406,0,257267937,834646
2017,"CO","Colorado",18615000,20640793,15501238,0,54830186,73155
2017,"CT","Connecticut",12379520,12335414,3243615,0,28135530,176981
2017,"DC","District of Columbia",2394652,8006225,180183,0,10916446,335386
2017,"DE","Delaware",4662598,4184668,2281337,0,11128603,0
2017,"FL","Florida",121462622,95003681,16601941,0,233154549,86305
2017,"GA","Georgia",54771449,46265427,32250691,0,133456620,169053
2017,"HI","Hawaii",2629679,3081632,3612890,0,9324201,0
2017,"IA","Iowa",13721869,12135026,23065102,0,48921997,0
2017,"ID","Idaho",8727901,6421001,8644888,0,23793790,0
2017,"IL","Illinois",43717391,49987885,42970694,0,137196310,520340
2017,"IN","Indiana",31551558,23656990,43737384,0,98965968,20036
2017,"KS","Kansas",13013422,15739290,11535075,0,40287787,0
2017,"KY","Kentucky",24882582,19292518,28459287,0,72634387,0
2017,"LA","Louisiana",29531960,24500349,37160685,0,91205935,12941
2017,"MA","Massachusetts",19337799,25968044,6859215,0,52513321,348263
2017,"MD","Maryland",26084176,28893046,3797822,0,59303885,528841
2017,"ME","Maine",4638535,3916786,2658353,0,11213674,0
2017,"MI","Michigan",32977374,38325322,30590574,0,101899093,5823
2017,"MN","Minnesota",21573800,23273897,22280917,0,67152580,23966
2017,"MO","Missouri",33051080,30176974,13210525,0,76461419,22840
2017,"MS","Mississippi",17444016,14256157,16128614,0,47828787,0
2017,"MT","Montana",5224588,4970119,4514949,0,14709656,0
2017,"NC","North Carolina",56133960,47890455,27393364,0,131421319,3540
2017,"ND","North Dakota",4848305,6529910,8762211,0,20140426,0
2017,"NE","Nebraska",9667990,9293401,11397616,0,30359007,0
2017,"NH","New Hampshire",4441497,4389838,1955926,0,10787261,0
2017,"NJ","New Jersey",27761879,37971404,7343012,0,73382940,306645
2017,"NM","New Mexico",6497207,8784312,7728065,0,23009584,0
2017,"NV","Nevada",12936791,11122755,12589549,0,36657786,8691
2017,"NY","New York",49080757,75333485,17811455,0,144992433,2766736
2017,"OH","Ohio",49795540,46158399,50650671,0,146643831,39221
2017,"OK","Oklahoma",21837596,20498860,18155672,0,60492128,0
2017,"OR","Oregon",20065930,16570754,13381811,0,50043816,25321
2017,"PA","Pennsylvania",51724498,42622565,47889117,0,142990896,754716
2017,"RI","Rhode Island",3028267,3603085,725767,0,7384671,27552
2017,"SC","South Carolina",29224971,21758082,27113704,0,78096757,0
2017,"SD","South Dakota",4652890,4722666,2938119,0,12313675,0
2017,"TN","Tennessee",39292528,33727208,24220149,0,97239885,0
2017,"TX","Texas",144242131,137485841,119970143,0,401880374,182259
2017,"UT","Utah",9510783,11739121,9283036,0,30589021,56081
2017,"VA","Virginia",43982440,50200525,17168820,0,111529732,177947
2017,"VT","Vermont",2023424,1976594,1423644,0,5423662,0
2017,"WA","Washington",37282901,29799505,24858604,0,91948172,7162
2017,"WI","Wisconsin",21233154,23641127,24204631,0,69079109,197
2017,"WV","West Virginia",10573463,7549430,13586126,0,31709019,0
2017,"WY","Wyoming",2772371,3762086,10243610,0,16778067,0
2018,"AK","Alaska",1974906,2646058,1351503,0,5972467,0
2018,"AL","Alabama",33080380,23483072,33717004,0,90280456,0
2018,"AR","Arkansas",19259204,12278279,18064787,0,49602708,438
2018,"AZ","Arizona",34660297,29683550,13994441,0,78346302,8014
2018,"CA","California",89099985,115786492,49587913,0,255224272,749882
